disaster_number,fema_declaration,state,declaration_type,declaration_date,incident_type,incident_begin_date,incident_end_date,state_fips,county_code,designated_area,last_refresh
4188,DR-4188-WA,WA,DR,2014-08-11T00:00:00.000Z,Fire,2014-07-09T00:00:00.000Z,2014-08-05T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
4186,DR-4186-SD,SD,DR,2014-07-28T00:00:00.000Z,Flood,2014-06-13T00:00:00.000Z,2014-06-20T00:00:00.000Z,46,000,Standing Rock Sioux Tribe of North & South Dakota,2026-08-20T20:50:08.994Z
4184,DR-4184-IA,IA,DR,2014-07-24T00:00:00.000Z,Flood,2014-06-14T00:00:00.000Z,2014-06-23T00:00:00.000Z,19,000,Sac and Fox Tribe of the Mississippi in Iowa,2026-08-20T20:50:08.994Z
4182,DR-4182-MN,MN,DR,2014-07-21T00:00:00.000Z,Flood,2014-06-11T00:00:00.000Z,2014-07-11T00:00:00.000Z,27,000,Bois Forte (Nett Lake) Indian Reservation,2026-08-20T20:50:08.994Z
4182,DR-4182-MN,MN,DR,2014-07-21T00:00:00.000Z,Flood,2014-06-11T00:00:00.000Z,2014-07-11T00:00:00.000Z,27,000,Prairie Island Community (Indian Reservation),2026-08-20T20:50:08.994Z
4182,DR-4182-MN,MN,DR,2014-07-21T00:00:00.000Z,Flood,2014-06-11T00:00:00.000Z,2014-07-11T00:00:00.000Z,27,000,Red Lake Indian Reservation,2026-08-20T20:50:08.994Z
4168,DR-4168-WA,WA,DR,2014-04-02T00:00:00.000Z,Mud/Landslide,2014-03-22T00:00:00.000Z,2014-04-28T00:00:00.000Z,53,000,Stillaguamish Indian Reservation,2026-08-20T20:50:08.994Z
4168,DR-4168-WA,WA,DR,2014-04-02T00:00:00.000Z,Mud/Landslide,2014-03-22T00:00:00.000Z,2014-04-28T00:00:00.000Z,53,000,Sauk-Suiattle Indian Reservation,2026-08-20T20:50:08.994Z
4168,DR-4168-WA,WA,DR,2014-04-02T00:00:00.000Z,Mud/Landslide,2014-03-22T00:00:00.000Z,2014-04-28T00:00:00.000Z,53,000,Tulalip Indian Reservation,2026-08-20T20:50:08.994Z
4155,DR-4155-SD,SD,DR,2013-11-08T00:00:00.000Z,Severe Storm,2013-10-03T00:00:00.000Z,2013-10-16T00:00:00.000Z,46,000,Oglala Sioux Tribe of the Pine Ridge Reservation,2026-08-20T20:50:08.994Z
4155,DR-4155-SD,SD,DR,2013-11-08T00:00:00.000Z,Severe Storm,2013-10-03T00:00:00.000Z,2013-10-16T00:00:00.000Z,46,000,Cheyenne River Indian Reservation,2026-08-20T20:50:08.994Z
4152,DR-4152-NM,NM,DR,2013-10-29T00:00:00.000Z,Flood,2013-09-09T00:00:00.000Z,2013-09-22T00:00:00.000Z,35,000,Isleta Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4152,DR-4152-NM,NM,DR,2013-10-29T00:00:00.000Z,Flood,2013-09-09T00:00:00.000Z,2013-09-22T00:00:00.000Z,35,000,Sandia Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4152,DR-4152-NM,NM,DR,2013-10-29T00:00:00.000Z,Flood,2013-09-09T00:00:00.000Z,2013-09-22T00:00:00.000Z,35,000,Navajo Nation Reservation (Also  AZ and UT),2026-08-20T20:50:08.994Z
4151,DR-4151-NM,NM,DR,2013-10-24T00:00:00.000Z,Severe Storm,2013-09-13T00:00:00.000Z,2013-09-16T00:00:00.000Z,35,000,Santa Clara Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4148,DR-4148-NM,NM,DR,2013-09-30T00:00:00.000Z,Severe Storm,2013-07-23T00:00:00.000Z,2013-07-28T00:00:00.000Z,35,000,San Felipe Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4148,DR-4148-NM,NM,DR,2013-09-30T00:00:00.000Z,Severe Storm,2013-07-23T00:00:00.000Z,2013-07-28T00:00:00.000Z,35,000,Cochiti Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4148,DR-4148-NM,NM,DR,2013-09-30T00:00:00.000Z,Severe Storm,2013-07-23T00:00:00.000Z,2013-07-28T00:00:00.000Z,35,000,Navajo Nation Reservation (Also  AZ and UT),2026-08-20T20:50:08.994Z
4148,DR-4148-NM,NM,DR,2013-09-30T00:00:00.000Z,Severe Storm,2013-07-23T00:00:00.000Z,2013-07-28T00:00:00.000Z,35,000,Sandia Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4148,DR-4148-NM,NM,DR,2013-09-30T00:00:00.000Z,Severe Storm,2013-07-23T00:00:00.000Z,2013-07-28T00:00:00.000Z,35,000,Santo Domingo Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4147,DR-4147-NM,NM,DR,2013-09-27T00:00:00.000Z,Severe Storm,2013-07-19T00:00:00.000Z,2013-07-21T00:00:00.000Z,35,000,Santa Clara Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4146,DR-4146-NC,NC,DR,2013-09-25T00:00:00.000Z,Flood,2013-07-03T00:00:00.000Z,2013-07-13T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
4142,DR-4142-CA,CA,DR,2013-08-29T00:00:00.000Z,Fire,2013-07-29T00:00:00.000Z,2013-08-01T00:00:00.000Z,06,000,Karuk Reservation,2026-08-20T20:50:08.994Z
4128,DR-4128-ND,ND,DR,2013-07-12T00:00:00.000Z,Severe Storm,2013-05-17T00:00:00.000Z,2013-06-16T00:00:00.000Z,38,000,Turtle Mountain Indian Reservation,2026-08-20T20:50:08.994Z
4128,DR-4128-ND,ND,DR,2013-07-12T00:00:00.000Z,Severe Storm,2013-05-17T00:00:00.000Z,2013-06-16T00:00:00.000Z,38,000,Spirit Lake Reservation,2026-08-20T20:50:08.994Z
4127,DR-4127-MT,MT,DR,2013-07-10T00:00:00.000Z,Flood,2013-05-19T00:00:00.000Z,2013-06-03T00:00:00.000Z,30,000,Rocky Boy's Indian Reservation,2026-08-20T20:50:08.994Z
4127,DR-4127-MT,MT,DR,2013-07-10T00:00:00.000Z,Flood,2013-05-19T00:00:00.000Z,2013-06-03T00:00:00.000Z,30,000,Fort Belknap Indian Reservation,2026-08-20T20:50:08.994Z
4127,DR-4127-MT,MT,DR,2013-07-10T00:00:00.000Z,Flood,2013-05-19T00:00:00.000Z,2013-06-03T00:00:00.000Z,30,000,Fort Peck Indian Reservation,2026-08-20T20:50:08.994Z
4125,DR-4125-SD,SD,DR,2013-06-28T00:00:00.000Z,Severe Storm,2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,46,000,Oglala Sioux Tribe of the Pine Ridge Reservation,2026-08-20T20:50:08.994Z
4123,DR-4123-ND,ND,DR,2013-06-25T00:00:00.000Z,Flood,2013-05-25T00:00:00.000Z,2013-06-01T00:00:00.000Z,38,000,Standing Rock Sioux Tribe of North & South Dakota,2026-08-20T20:50:08.994Z
4118,DR-4118-ND,ND,DR,2013-05-29T00:00:00.000Z,Flood,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,38,000,Spirit Lake Reservation,2026-08-20T20:50:08.994Z
4115,DR-4115-SD,SD,DR,2013-05-10T00:00:00.000Z,Severe Storm,2013-04-08T00:00:00.000Z,2013-04-10T00:00:00.000Z,46,000,Oglala Sioux Tribe of the Pine Ridge Reservation,2026-08-20T20:50:08.994Z
4106,DR-4106-CT,CT,DR,2013-03-21T00:00:00.000Z,Severe Storm,2013-02-08T00:00:00.000Z,2013-02-11T00:00:00.000Z,09,000,Mashantucket Pequot Indian Reservation,2026-08-20T20:50:08.994Z
4104,DR-4104-AZ,AZ,DR,2013-03-05T00:00:00.000Z,Freezing,2012-12-15T00:00:00.000Z,2013-01-21T00:00:00.000Z,04,000,Navajo Nation Reservation (Also NM and UT),2026-08-20T20:50:08.994Z
4103,DR-4103-NC,NC,DR,2013-03-01T00:00:00.000Z,Mud/Landslide,2013-01-14T00:00:00.000Z,2013-01-17T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
4087,DR-4087-CT,CT,DR,2012-10-30T00:00:00.000Z,Hurricane,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,09,000,Mashantucket Pequot Indian Reservation,2026-08-20T20:50:08.994Z
4083,DR-4083-WA,WA,DR,2012-09-25T00:00:00.000Z,Severe Storm,2012-07-20T00:00:00.000Z,2012-07-20T00:00:00.000Z,53,000,Colville Indian Reservation,2026-08-20T20:50:08.994Z
4081,DR-4081-MS,MS,DR,2012-08-29T00:00:00.000Z,Hurricane,2012-08-26T00:00:00.000Z,2012-09-11T00:00:00.000Z,28,000,Mississippi Choctaw Indian Reservation,2026-08-20T20:50:08.994Z
4079,DR-4079-NM,NM,DR,2012-08-24T00:00:00.000Z,Flood,2012-06-22T00:00:00.000Z,2012-07-12T00:00:00.000Z,35,000,Santa Clara Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4079,DR-4079-NM,NM,DR,2012-08-24T00:00:00.000Z,Flood,2012-06-22T00:00:00.000Z,2012-07-12T00:00:00.000Z,35,000,Mescalero Tribe,2026-08-20T20:50:08.994Z
4076,DR-4076-WI,WI,DR,2012-08-02T00:00:00.000Z,Severe Storm,2012-06-19T00:00:00.000Z,2012-06-20T00:00:00.000Z,55,000,Red Cliff Indian Reservation,2026-08-20T20:50:08.994Z
4074,DR-4074-MT,MT,DR,2012-08-02T00:00:00.000Z,Fire,2012-06-25T00:00:00.000Z,2012-07-10T00:00:00.000Z,30,000,Crow/Northern Cheyenne Area,2026-08-20T20:50:08.994Z
4069,DR-4069-MN,MN,DR,2012-07-06T00:00:00.000Z,Severe Storm,2012-06-14T00:00:00.000Z,2012-06-21T00:00:00.000Z,27,000,Grand Portage Indian Reservation,2026-08-20T20:50:08.994Z
4069,DR-4069-MN,MN,DR,2012-07-06T00:00:00.000Z,Severe Storm,2012-06-14T00:00:00.000Z,2012-06-21T00:00:00.000Z,27,000,Fond du Lac Indian Reservation,2026-08-20T20:50:08.994Z
4069,DR-4069-MN,MN,DR,2012-07-06T00:00:00.000Z,Severe Storm,2012-06-14T00:00:00.000Z,2012-06-21T00:00:00.000Z,27,000,Mille Lacs Indian Reservation,2026-08-20T20:50:08.994Z
4047,DR-4047-NM,NM,DR,2011-11-23T00:00:00.000Z,Flood,2011-08-19T00:00:00.000Z,2011-08-24T00:00:00.000Z,35,000,Santa Clara Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4047,DR-4047-NM,NM,DR,2011-11-23T00:00:00.000Z,Flood,2011-08-19T00:00:00.000Z,2011-08-24T00:00:00.000Z,35,000,Pueblo of Acoma,2026-08-20T20:50:08.994Z
4047,DR-4047-NM,NM,DR,2011-11-23T00:00:00.000Z,Flood,2011-08-19T00:00:00.000Z,2011-08-24T00:00:00.000Z,35,000,Cochiti Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
4027,DR-4027-RI,RI,DR,2011-09-03T00:00:00.000Z,Hurricane,2011-08-27T00:00:00.000Z,2011-08-29T00:00:00.000Z,44,000,Statewide,2026-08-20T20:50:08.994Z
4013,DR-4013-NE,NE,DR,2011-08-12T00:00:00.000Z,Flood,2011-05-24T00:00:00.000Z,2011-08-01T00:00:00.000Z,31,000,Omaha Indian Reservation,2026-08-20T20:50:08.994Z
4011,DR-4011-UT,UT,DR,2011-08-08T00:00:00.000Z,Flood,2011-04-18T00:00:00.000Z,2011-07-16T00:00:00.000Z,49,000,Uintah and Ouray Indian Reservation,2026-08-20T20:50:08.994Z
4009,DR-4009-MN,MN,DR,2011-07-28T00:00:00.000Z,Severe Storm,2011-07-01T00:00:00.000Z,2011-07-11T00:00:00.000Z,27,000,Mille Lacs Indian Reservation,2026-08-20T20:50:08.994Z
4007,DR-4007-WY,WY,DR,2011-07-22T00:00:00.000Z,Severe Storm,2011-05-18T00:00:00.000Z,2011-07-08T00:00:00.000Z,56,000,Wind River Indian Reservation,2026-08-20T20:50:08.994Z
3640,EM-3640-MS,MS,EM,2026-01-24T00:00:00.000Z,Winter Storm,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,28,000,Mississippi Choctaw Indian Reservation,2026-08-20T20:50:08.994Z
3637,EM-3637-NC,NC,EM,2026-01-24T00:00:00.000Z,Winter Storm,2026-01-21T00:00:00.000Z,2026-01-27T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
3637,EM-3637-NC,NC,EM,2026-01-24T00:00:00.000Z,Winter Storm,2026-01-21T00:00:00.000Z,2026-01-27T00:00:00.000Z,37,000,Lumbee (TDSA),2026-08-20T20:50:08.994Z
3632,EM-3632-SC,SC,EM,2026-01-23T00:00:00.000Z,Winter Storm,2026-01-21T00:00:00.000Z,2026-01-27T00:00:00.000Z,45,000,Catawba Indian Nation,2026-08-20T20:50:08.994Z
3629,EM-3629-WA,WA,EM,2025-12-12T00:00:00.000Z,Flood,2025-12-09T00:00:00.000Z,2025-12-19T00:00:00.000Z,53,000,Samish (TDSA),2026-08-20T20:50:08.994Z
3623,EM-3623-FL,FL,EM,2024-10-08T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Brighton Indian Reservation,2026-08-20T20:50:08.994Z
3623,EM-3623-FL,FL,EM,2024-10-08T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Hollywood Indian Reservation,2026-08-20T20:50:08.994Z
3623,EM-3623-FL,FL,EM,2024-10-08T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Big Cypress Indian Reservation,2026-08-20T20:50:08.994Z
3623,EM-3623-FL,FL,EM,2024-10-08T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Seminole Tribe of Florida,2026-08-20T20:50:08.994Z
3623,EM-3623-FL,FL,EM,2024-10-08T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Fort Pierce Indian Reservation,2026-08-20T20:50:08.994Z
3623,EM-3623-FL,FL,EM,2024-10-08T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Tampa Reservation,2026-08-20T20:50:08.994Z
3623,EM-3623-FL,FL,EM,2024-10-08T00:00:00.000Z,Hurricane,2024-10-05T00:00:00.000Z,2024-11-02T00:00:00.000Z,12,000,Immokalee Indian Reservation,2026-08-20T20:50:08.994Z
3617,EM-3617-NC,NC,EM,2024-09-26T00:00:00.000Z,Tropical Storm,2024-09-25T00:00:00.000Z,2024-12-18T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
3604,EM-3604-CT,CT,EM,2024-01-13T00:00:00.000Z,Severe Storm,2024-01-10T00:00:00.000Z,2024-01-13T00:00:00.000Z,09,000,Mashantucket Pequot Indian Reservation,2026-08-20T20:50:08.994Z
3604,EM-3604-CT,CT,EM,2024-01-13T00:00:00.000Z,Severe Storm,2024-01-10T00:00:00.000Z,2024-01-13T00:00:00.000Z,09,000,Mohegan Trust Lands,2026-08-20T20:50:08.994Z
3588,EM-3588-FL,FL,EM,2022-11-09T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,,12,000,Seminole Tribe of Florida,2026-08-20T20:50:08.994Z
3588,EM-3588-FL,FL,EM,2022-11-09T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,,12,000,Big Cypress Indian Reservation,2026-08-20T20:50:08.994Z
3588,EM-3588-FL,FL,EM,2022-11-09T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,,12,000,Hollywood Indian Reservation,2026-08-20T20:50:08.994Z
3588,EM-3588-FL,FL,EM,2022-11-09T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,,12,000,Tampa Reservation,2026-08-20T20:50:08.994Z
3588,EM-3588-FL,FL,EM,2022-11-09T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,,12,000,Immokalee Indian Reservation,2026-08-20T20:50:08.994Z
3588,EM-3588-FL,FL,EM,2022-11-09T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,,12,000,Fort Pierce Indian Reservation,2026-08-20T20:50:08.994Z
3588,EM-3588-FL,FL,EM,2022-11-09T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,,12,000,Brighton Indian Reservation,2026-08-20T20:50:08.994Z
3587,EM-3587-FL,FL,EM,2022-11-08T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,12,000,Seminole Tribe of Florida,2026-08-20T20:50:08.994Z
3587,EM-3587-FL,FL,EM,2022-11-08T00:00:00.000Z,Tropical Storm,2022-11-07T00:00:00.000Z,2022-11-30T00:00:00.000Z,12,000,Miccosukee Tribe of Indians of Florida,2026-08-20T20:50:08.994Z
3586,EM-3586-NC,NC,EM,2022-10-01T00:00:00.000Z,Hurricane,2022-09-28T00:00:00.000Z,2022-10-04T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
3584,EM-3584-FL,FL,EM,2022-09-24T00:00:00.000Z,Hurricane,2022-09-23T00:00:00.000Z,2022-11-04T00:00:00.000Z,12,000,Miccosukee Tribe of Indians of Florida,2026-08-20T20:50:08.994Z
3584,EM-3584-FL,FL,EM,2022-09-24T00:00:00.000Z,Hurricane,2022-09-23T00:00:00.000Z,2022-11-04T00:00:00.000Z,12,000,Seminole Tribe of Florida,2026-08-20T20:50:08.994Z
3580,EM-3580-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Tesuque Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3579,EM-3579-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Kickapoo (OTSA),2026-08-20T20:50:08.994Z
3578,EM-3578-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Eastern Shawnee (OTSA),2026-08-20T20:50:08.994Z
3570,EM-3570-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Otoe-Missouria (OTSA),2026-08-20T20:50:08.994Z
3569,EM-3569-MS,MS,EM,2021-08-28T00:00:00.000Z,Hurricane,2021-08-28T00:00:00.000Z,2021-09-01T00:00:00.000Z,28,000,Mississippi Choctaw Indian Reservation,2026-08-20T20:50:08.994Z
3566,EM-3566-MA,MA,EM,2021-08-22T00:00:00.000Z,Hurricane,2021-08-20T00:00:00.000Z,2021-09-29T00:00:00.000Z,25,000,Mashpee Wampanoag Tribe,2026-08-20T20:50:08.994Z
3564,EM-3564-CT,CT,EM,2021-08-22T00:00:00.000Z,Hurricane,2021-08-21T00:00:00.000Z,2021-08-24T00:00:00.000Z,09,000,Mashantucket Pequot Indian Reservation,2026-08-20T20:50:08.994Z
3564,EM-3564-CT,CT,EM,2021-08-22T00:00:00.000Z,Hurricane,2021-08-21T00:00:00.000Z,2021-08-24T00:00:00.000Z,09,000,Mohegan Trust Lands,2026-08-20T20:50:08.994Z
3563,EM-3563-RI,RI,EM,2021-08-21T00:00:00.000Z,Hurricane,2021-08-20T00:00:00.000Z,2021-08-24T00:00:00.000Z,44,000,Narragansett Indian Reservation,2026-08-20T20:50:08.994Z
3559,EM-3559-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Santo Domingo Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3559,EM-3559-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Santo Domingo Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3558,EM-3558-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Pueblo of Santa Ana,2026-08-20T20:50:08.994Z
3558,EM-3558-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Santa Ana Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3557,EM-3557-NY,NY,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,36,000,Oneida (East) Indian Reservation,2026-08-20T20:50:08.994Z
3545,EM-3545-AL,AL,EM,2020-09-14T00:00:00.000Z,Hurricane,2020-09-14T00:00:00.000Z,2020-09-16T00:00:00.000Z,01,000,Poarch Band of Creek Indians,2026-08-20T20:50:08.994Z
3536,EM-3536-SD,SD,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,46,000,Cheyenne River Indian Reservation,2026-08-20T20:50:08.994Z
3535,EM-3535-CT,CT,EM,2020-08-06T00:00:00.000Z,Hurricane,2020-08-04T00:00:00.000Z,2020-08-04T00:00:00.000Z,09,000,Mohegan Trust Lands,2026-08-20T20:50:08.994Z
3535,EM-3535-CT,CT,EM,2020-08-06T00:00:00.000Z,Hurricane,2020-08-04T00:00:00.000Z,2020-08-04T00:00:00.000Z,09,000,Mashantucket Pequot Indian Reservation,2026-08-20T20:50:08.994Z
3534,EM-3534-NC,NC,EM,2020-08-02T00:00:00.000Z,Hurricane,2020-07-31T00:00:00.000Z,2020-08-04T00:00:00.000Z,37,000,Eastern Band of Cherokee Indians,2026-08-20T20:50:08.994Z
3528,EM-3528-AL,AL,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,01,000,Poarch Band of Creek Indians,2026-08-20T20:50:08.994Z
3526,EM-3526-SD,SD,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,46,000,Lake Traverse (Sisseton) Indian Reservation,2026-08-20T20:50:08.994Z
3524,EM-3524-IA,IA,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,19,000,Sac and Fox Tribe of the Mississippi in Iowa,2026-08-20T20:50:08.994Z
3523,EM-3523-NE,NE,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,31,000,Santee Indian Reservation,2026-08-20T20:50:08.994Z
3522,EM-3522-LA,LA,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,22,000,Coushatta Indian Reservation,2026-08-20T20:50:08.994Z
3521,EM-3521-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Pueblo of San Felipe,2026-08-20T20:50:08.994Z
3520,EM-3520-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Sandia Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3519,EM-3519-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Isleta Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3518,EM-3518-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Chickasaw (OTSA),2026-08-20T20:50:08.994Z
3517,EM-3517-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Kaw (OTSA),2026-08-20T20:50:08.994Z
3516,EM-3516-MT,MT,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,30,000,Fort Peck Indian Reservation,2026-08-20T20:50:08.994Z
3515,EM-3515-RI,RI,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,44,000,Narragansett Indian Reservation,2026-08-20T20:50:08.994Z
3514,EM-3514-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Osage Indian Reservation,2026-08-20T20:50:08.994Z
3513,EM-3513-SD,SD,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,46,000,Oglala Sioux Tribe of the Pine Ridge Reservation,2026-08-20T20:50:08.994Z
3512,EM-3512-ND,ND,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,38,000,Fort Berthold Indian Reservation,2026-08-20T20:50:08.994Z
3511,EM-3511-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Caddo-Wichita-Delaware (OTSA),2026-08-20T20:50:08.994Z
3510,EM-3510-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Pueblo of Taos,2026-08-20T20:50:08.994Z
3509,EM-3509-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Peoria (OTSA),2026-08-20T20:50:08.994Z
3508,EM-3508-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Shakopee Community (Indian Reservation),2026-08-20T20:50:08.994Z
3507,EM-3507-WA,WA,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,53,000,Tulalip Indian Reservation,2026-08-20T20:50:08.994Z
3506,EM-3506-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Zuni Pueblo (Indian Reservation),2026-08-20T20:50:08.994Z
3505,EM-3505-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Absentee Shawnee-Citizens Band of Potawatomi (TJSA),2026-08-20T20:50:08.994Z
3504,EM-3504-NY,NY,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,36,000,St. Regis Mohawk Indian Reservation,2026-08-20T20:50:08.994Z
3503,EM-3503-MN,MN,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,27,000,Upper Sioux Community (Indian Reservation),2026-08-20T20:50:08.994Z
3502,EM-3502-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Creek (OTSA),2026-08-20T20:50:08.994Z
3500,EM-3500-NM,NM,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,35,000,Pueblo of Picuris,2026-08-20T20:50:08.994Z
3499,EM-3499-OK,OK,EM,2020-03-13T00:00:00.000Z,Biological,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,40,000,Cherokee (OTSA),2026-08-20T20:50:08.994Z
